ID,Published,Facebook Page Name,Post,Link,Facebook Media Type,Total Interactions,Facebook Reactions,Facebook Shares,Facebook Comments
11,2024-01-15 16:12:28,Prensa Total,"Señala que robo ocurrió en tienda HyM de Real Plaza Trujillo#TRUJILLO :JOVEN DENUNCIA ROBO DE SU BILLETERAEN CC Y SUJETOS REALIZAN COMPRAS POR MÁS DE 15 MI SOLES EN TIENDAS#DenunciaCiudadana “He sufrido un robo de mi billetera con todas mis tarjetas y DNI, en el centro comercial Real Plaza en la tienda de H&M, con la cual los delincuentes realizaron compras de más de 15 mil soles y cuando me acerqué a la cajera para indicarle el robo, no me quisieron ayudar solo me dijeron que la tienda no se hace responsable, se supone que hay vigilantes y cámaras. Espero que para la próxima sean más empáticos con las personas que somos víctima de los delincuentes dentro de su establecimiento.Las compras las realizaron en el Mall Plaza, exactamente en Saga Falabella, cuando fui a la tienda no quisieron atenderme si no tenía mi DNI y le dije me han robado y me dijeron políticas de empresa, es decir los delincuentes te roban el DNI y hacen compras de lo más normal en los establecimientos"".#RealPlaza ""MallPlaza #Tarjeta",https://www.facebook.com/675337582493019/posts/1101182761188667,Native Video,2276,1301,686,289
12,2024-01-19 15:48:40,Lima Gris,"""La Sala Especializada en Defensa de la Competencia del Tribunal de Defensa de la Competencia y de la Protección de la Propiedad Intelectual, anuló las multas por 17 millones de soles el llamado “Cartel del Pavo”, conformado por las empresas Cencosud (Wong y Metro), Tottus, Makro, SPSA (Plazavea, Vivanda) y San Fernando. Aquí la historia del escándalo en INDECOPI"".Por Rafael Romero",https://www.facebook.com/1401570000090454/posts/3682620845318680,Link,101,70,24,7
13,2024-01-23 00:41:49,Ventana Informativa,"#LOULTIMO | Sujeto asalta en exteriores del Mall Plaza de Trujillo, pero ciudadano y seguridad del centro comercial atraparon a maleante.",https://www.facebook.com/597322530365882/posts/1129683735039977,Status,568,486,55,27
14,2024-01-26 00:59:10,Radio Enmanuel  Huaycán,Delincuentes   asaltan InkaFarma en Chosica.,https://www.facebook.com/920977294642124/posts/890920383043133,Status,173,168,1,4
15,2024-01-28 03:48:55,ETP Huacho,"𝗗𝗜𝗖𝗧𝗔𝗡 𝗡𝗨𝗘𝗩𝗘 𝗠𝗘𝗦𝗘𝗦 𝗗𝗘 𝗣𝗥𝗜𝗦𝗜Ó𝗡 𝗣𝗥𝗘𝗩𝗘𝗡𝗧𝗜𝗩𝗔 𝗖𝗢𝗡𝗧𝗥𝗔 𝗦𝗨𝗝𝗘𝗧𝗢𝗦 𝗤𝗨𝗘 𝗔𝗦𝗔𝗟𝗧𝗔𝗥𝗢𝗡 𝗔 𝗠𝗨𝗝𝗘𝗥 𝗘𝗡 𝗘𝗟 𝗠𝗘𝗥𝗖𝗔𝗗𝗢 𝗠𝗢𝗗𝗘𝗟𝗢   El tercer Juzgado de Investigación Preparatoria de la Corte Superior de Justicia de Huaura, dicto nueve meses de prisión preventiva contra Marlon Mori Andon, Luis Callirgos López, Luis Izquierdo Cachique y Walter Trujillo Hinostroza, Por el presunto delito de  robo agrabado, marcaje, tenencia ilegal de armas y municiones, lesiones leves.Sujetos que asaltaron a una empresaria en el mercado modelo, siendo capturados en los exteriores de plaza del sol.",https://www.facebook.com/136071850592042/posts/372498832196302,Photo,180,160,17,3
16,2024-02-01 15:14:36,Enlace Noticias,#HUARAL: INCENDIO FRENTE A MEGAPLAZA SOLICITAN PRESENCIA DE LOS BOMBEROS,https://www.facebook.com/302798783232397/posts/420569357297049,Status,127,108,13,6
17,2024-02-02 15:04:21,Iquitos al Rojo Vivo,"#Alerta #Iquitos | REQUISITORIADOS LIBRES PESE A QUE ESTABAN DETENIDOSAlgo pasa en el Poder Judicial, es curioso ver una cantidad de requisitoriados libres, pese a que en un primer momento fueron detenidos y misteriosamente fueron puestos en libertad.Para muestra un botón, este es el caso de Tony Billy Fernández Vásquez, quien fue condenado a 6 años de cárcel el pasado 23 de marzo del año pasado. Sin embargo pese a ser detenido , se encontraba gozando de libertad y el día de ayer fue recapturado por el área de la Policía Judicial y requisitorias, en la cuadra 3 de la Calle Fanning.El detenido presenta requisitoria por el delito de fraude en la modalidad de falsificación de documentos por la sala Penal de Apelaciones en agravio de Saga Falabella, de donde se habría apoderado indebidamente de más de 600 mil soles de la citada empresa.",https://www.facebook.com/108897953996947/posts/377815681665105,Photo,325,269,28,28
18,2024-02-03 20:30:04,Oriental TV,"#Local I El viernes 2 de febrero, un joven de 18 años fue #detenido al intentar #robar prendas de #SagaFalabella. En el momento de la intervención, se le encontró con una cizaya, medias y una mochila.Leer la nota completa aquí... https://otv.pe/noticias/joven-intentaba-llevarse-prendas-sin-pagar-de-tienda-en-open-plaza/",https://www.facebook.com/359958147428678/posts/946271157322388,Photo,136,131,4,1
19,2024-02-05 16:57:45,Exitosa Trujillo,"#ExitosaNoticias con #LuisAguilar  Ronderos afirman que estado de emergencia en La Libertad no traerá buenos resultados ""Tenderas"" vuelven al acecho e intentan robar dentro de centro comercial Mall PlazaVecino arregla juegos de parques ante abandono de autoridades y peligro para niños. Panaderías artesanales utilizan productos forestales maderables como combustible Sin ronderos detienen por más de 6 horas, los denuncian por secuestro, señala presidente rondas de Pataz, Santos Quispe.Detonan dinamita en local de eventos ""Momentos Dorados"" en El PorvenirComerciantes piden presencia policial en la avenida José María Eguren.Destinan a dos efectivos policiales para realizar patrullaje en empresa interprovincial Tunesa.Mineros artesanos señalan estarn en la posibilidad de sacar al Perú de la recesiónExtorsionadores dinamitan las puertas del local ""Momentos Dorados"" que se ubica en el distrito de El Porvenir.Niegan atención médica a menor en Virú, por no llevar #SOAT del conductor infractor Delincuentes golpean a madre y su bebé durante un asalto a su vivienda, en Trujillo Huamachuco: Un fallecido y un herido tras explosión de socavón de mineros ilegales. Víctimas eran hermanos y colocaban maderos dentro de túnel escondido dentro de bosque del caserío Coigobamba. Nayib Bukele es reelegido como presidente de El Salvador con más del 85% de los votos. Fiscalía cita para hoy, a gerente regional de Educación de La Libertad, la investigación preliminar se le inició por presuntamente haber incurrido en el delito de omisión de denuncia.Un día como hoy, el año 1975.- Se realiza un ""paro"" policial, se producen saqueos e incendios. El Ejército asume el control del orden público. Mueren 25 policías y 20 civiles.Exitosa  | La voz de los que no tienen voz.  RadioExitosa: 103.3 FM    ExitosaTV: 43 señal abierta      exitosanoticias.pe    WhatsApp: 923 976 073 - 934 983 198",https://www.facebook.com/110677923630795/posts/2122081598146104,Live Video,185,29,132,24
20,2024-02-06 02:47:02,Prensa Chalaca,"#AlertaPCH | DENUNCIAN A SUPERVISORA DE CLARO POR CERRAR TIENDA CON CLIENTES ADENTROClientes de la tienda Claro del Centro Comercial Minka denunciaron este lunes que la supervisora de dicha compañía cerró la puerta con las personas en el interior. El hecho ocurrió porque habría terminado el horario de atención.Según los usuarios informaron que la jefa decidió cerrar las puertas a las 8:00 p.m. dejando a todos los clientes atrapados, ya que no podían salir del establecimiento. Además señalaron que en dicha tienda no habría puertas o de emergencia.Afortunadamente, los usuarios pudieron salir de la tienda por sus propios medios diez minutos después de que habrían sido encerrados, así lo informaron.",https://www.facebook.com/121772691346963/posts/693973586230373,Native Video,189,161,9,19
21,2024-02-07 05:04:27,Chiclayo noticias,"#DENUNCIACIUDADANASeñores de la página Chiclayo noticias el motivo por el cual le escribo es por mi malestar por el cobro excesivo de 2.50 por hora en el estacionamiento del MALL AVENTURA, hace un momento fui con mi auto a realizar unas compras y resulte pagando 10 soles de co estacionamiento me parece injusto ya que hay muchas personas que vienen con sus vehículos a realizar compras a este centro comercial. Se le pide a la comunidad lambayecana a tener cuidado con este centro comercial..!!",https://www.facebook.com/252440238977497/posts/710545801257029,Status,179,134,11,34
22,2024-02-08 12:47:40,Iquitos al Rojo Vivo,"#Alerta #Iquitos | PAREJA DE COLOMBIANOS ACUSADOS DE AGRESIÓN Pese a que les realizaban una carrera gratis, habrían reaccionado de manera violenta contra un conductor de nombre Gunter, quien pertenece a la empresa Amazon One del Mall Aventura, encargados del transporte gratuito de pasajeros.Según la denuncia la pareja de colombianos identificados como Ximena Pineda Russi y Geovann Martines Pineda, habrían reaccionado golpeando por la espalda al chófer, solo por ser amable y entablar conversación preguntando si es que en su país hacían carreras gratis. Ambos fueron denunciados rápidamente y llevados a la comisaría, en donde continuaban agrediendo al hombre, según indicaron testigos.",https://www.facebook.com/108897953996947/posts/381620474617959,Photo,192,129,31,32
23,2024-02-10 06:57:59,Radio Melodia,"#Arequipa|| En operativo Policía y municipalidad detienen a 2 personas y clausuran 11 locales cerca a mall Aventura en Paucarpata En operativo interinstitucional inopinado, en los exteriores del Mall Aventura Porongoche, La Municipalidad Distrital de Paucarpata junto a los efectivos de la policía nacional, DIVINCRI, Migraciones, USE, SUNAFIL, Policía de Tránsito, Fiscalización Municipal, Serenazgo y con la Fiscalía de prevención del delito.Se intervino alrededor de 300 personas 150 de ellos extranjeros, asimismo 2 personas uno de nacionalidad venezolana y un peruano fueron detenidos por manejar motos con placas adulteradas y fueron llevados hacia la comisaría de Jesús María para las diligencias correspondientes.Por su parte la subgerencia de fiscalización intervino 25 locales comerciales y 11 de ellos fueron clausurados por no contar con licencia de funcionamiento ni certificado de Defensa Civil",https://www.facebook.com/437315236714659/posts/889174099880462,Other,498,436,25,37
24,2024-02-12 14:51:52,Exitosa Chiclayo,#ExitosaChiclayo | Delincuentes ingresan a robar a tienda coolboc del centro comercial Mall Aventura en Chiclayo. Primeras indagaciones detalla que los hampones de apoderaron de Más de 30 mil soles.Exitosa  La voz que integra al Perú #RadioExitosa: 98.9 F.M ExitosaTV: 35 señal abierta Whatsapp 934566500 exitosanoticias.pe,https://www.facebook.com/140424452831222/posts/245140868645168,Live Video,196,138,38,20
25,2024-02-15 15:20:08,Exitosa Chiclayo,"#ExitosaChiclayo | Usuarios del Mall Aventura de Chiclayo registraron cuando un sujeto a bordo de un automóvil hacia de todo para escapar del estacionamiento tras ser descubierto sustrayendo una llanta de repuesto de otra unidad estacionada en este lugar. Los presentes nada pudieron hacer para evitar su fuga del lugar quienes incluso estuvieron a punto de ser atropellados por esta unidad. La Policía ya inició las investigaciones del caso tras el registro en video del conductor, de vehículo y su placa de rodaje.Exitosa  La voz que integra al Perú #RadioExitosa: 98.9 F.M ExitosaTV: 35 señal abierta Whatsapp 934566500 exitosanoticias.pe",https://www.facebook.com/140424452831222/posts/418296457229322,Photo,298,232,31,35
26,2024-02-15 19:27:20,Exitosa Chiclayo,"#ExitosaChiclayo | LADRONES FUGAN TRAS ROBAR 20 MIL SOLES DE MALL AVENTURAUn grupo de sujetos al margen de la ley huyeron a velocidad desde la playa de estacionamiento del Mall Aventura en Chiclayo, tras robar una llanta de repuesto de una camioneta estacionada en esta zona. En el video se aprecia que estos sujetos hacen de todo para escapar de la gente que trataba de detenerlos. El agraviado, tras ser alertado, dijo que en esta llanta de repuesto había escondido la suma de 29 mil soles que horas antes retiro de un banco y que decidió camuflarlo ahí por seguridad, pero aparentemente estos delincuentes habían seguido de cerca sus movimientos. Esto ocurrió la tarde de ayer y la Policía sigue los pasos de estos delincuentes. Exitosa  La voz que integra al Perú #RadioExitosa: 98.9 F.M ExitosaTV: 35 señal abierta Whatsapp 934566500 exitosanoticias.pe",https://www.facebook.com/140424452831222/posts/418417730550528,Native Video,1071,834,167,70
27,2024-02-16 03:31:47,Chiclayo y la Noticia,"CHICLAYO: DETIENEN A SOSPECHOSO DE ROBO DE 20 MIL SOLES DE MALL AVENTURA PLAZAAgentes del Área de Robos, de la División de Investigación Criminal de la Región Policial Lambayeque, capturaron a Uber Iván Cruz Tume, de 38 años de edad, acusado de haber participado en el robo de 20,000 soles en el interior del centro comercial Mall Aventura Plaza de Chiclayo.Las acciones policiales se realizaron cuando la víctima denunció que en el interior de su vehículo había dejado 20,000, y un delincuente ingresó al interior de la playa de estacionamientos, violentó la puerta del auto y se llevó el dinero.",https://www.facebook.com/108007210675224/posts/907751241355153,Photo,323,279,37,7
28,2024-02-16 14:18:23,La Voz Chiclayo,"#Chiclayo CAPTURAN A PRESUNTO DELINCUENTE  QUE ROBO DE 20 MIL SOLES A PADRE DEL FUTBOLISTA ALEX VALERA EN ESTACIONAMIENTO DEL MALL AVENTURA.Agentes p del área de investigación de robos de la DIVINCRI de Chiclayo, lograron la detención en flagrancia delictiva de Uber Ivan Cruz Tume (38), quien participó del robo de 20 mil soles en  agravio, de Armando Valera, padre del futbolista pomalqueño, Alex Valera.El robo se produjo en el estacionamiento  del centro comercial Mall Aventura en Chiclayo. La víctima dejó el dinero escondido en la llanta de repuesto de su vehículo, después de haber hecho el retiro de una agencia bancaria y al parecer ya era víctima de reglaje.Cruz Tume, robó el neumático con el dinero y gracias a la intervención oportuna de los agentes policiales, lograron su ubicación y captura.Al verse perdido, Cruz Tume, aceptó su delito y de acuerdo a la información policial, el detenido tiene un rosario de denuncias por el delito contra el patrimonio.",https://www.facebook.com/325812684713155/posts/778012671014593,Other,304,267,31,6
29,2024-02-18 23:43:56,OVEJANEGRA,"Reportan fuga de gas en Tottus del Mall Plaza, en Trujillo. Seguridad restringe el ingreso a la tienda. Foto en comentario.",https://www.facebook.com/1901577433441065/posts/806838098130882,Status,120,101,7,12
30,2024-02-19 16:38:32,ABC Noticias-Ica,Urgente. Incendio en Mega Plaza Ica. Corte circuito de pollería afecta centro comercial.,https://www.facebook.com/600854606739455/posts/720776066858127,Status,1691,1417,174,100
31,2024-02-19 17:20:58,ABC Noticias-Ica,Amago de incendio en MEGA PLAZA ICA La Policía investiga el suceso dentro de la pollería Las Canastas .,https://www.facebook.com/600854606739455/posts/720796153522785,Photo,108,86,14,8
32,2024-02-20 00:40:15,Ahora Ucayali Digital,"#LOÚLTIMO En flagrante delito hurtando un motocar que permanecía estacionado en los exteriores del centro comercial ""Real Plaza"", los agentes de la Deprove-Pucallpa, capturaron alias ""Paquirri"" y su conviviente.El modo de operar de la pareja de ""roba motos"" Jorge Denis Ramirez Navarro, y Cinthia Amhell Dreyfus, ambos de 35 años respectivamente, era que andaban en su motocar azul por las calles, y cuando escogían el vehículo que debían robarse, la encargada de llevarse era la mujer quien no levantaba sospecha por su condición de femenina, el cual fue descubierto por la policía.Cabe indicar que la mujer al verse descubierta de su accionar delictivo, emprendió veloz fuga realizando maniobras temerarias, el cual protagonizó una persecución de cuatro cuadras hasta ser alcanzada y arrestada a viva fuerza. (D.Saavedra)#AhoraUcayaliDigital #Ahora #Pucallpa #Ucayali #noticias",https://www.facebook.com/1616940091906631/posts/802481145247755,Photo,891,695,135,61
33,2024-02-21 03:50:49,NoticiasTrujillo,"¿ESTADO DE EMERGENCIA O DE DELINCUENCIA? Se reporta un asalto a mano armada a un negocio de comida rápida en la urb. La Arboelada, a pocos metros del Real Plaza.Tres sujetos bajaron de un auto e ingresaron a robar al local, desatando disparos al aire para atemorizar a los comensales, trabajadores y vecinos.#NoticiasTrujillo #Trujillo #Asalto Envíanos fotos y videos de tus denuncias al  943 333 021",https://www.facebook.com/127333287305512/posts/957446892403985,Native Video,408,258,71,79
34,2024-02-23 21:57:16,Huaralenlinea,"𝗖𝗔𝗣𝗧𝗨𝗥𝗔𝗡 𝗔 𝗦𝗨𝗝𝗘𝗧𝗢𝗦 𝗤𝗨𝗘 𝗔𝗦𝗔𝗟𝗧𝗔𝗕𝗔𝗡 𝗔𝗟 𝗣𝗔𝗦𝗢 𝗘𝗡 𝗛𝗨𝗔𝗥𝗔𝗟En una acción conjunta entre los serenos de Huaral y Aucallama, se logró la captura de tres individuos que se dedicaban al asalto de transeúntes en la zona. Dos de los implicados eran de nacionalidad venezolana y uno peruano, quienes operaban a bordo de una mototaxi de la empresa Villa Progreso de Chancay.Los delincuentes utilizaban la modalidad de raqueteo, aprovechando la salida de clientes de Megaplaza para cometer sus fechorías. Tras perpetrar el robo, emprendieron la huida por la carretera hacia Lima, pero fueron interceptados por las autoridades a la altura del Puente Río Chancay – Pasamayo.",https://www.facebook.com/208821939303721/posts/791330893032000,Other,115,91,12,12
35,2024-02-27 13:30:50,Tumbes Habla,"OCUPANTES DE #AUTO SALVAN DE MORIR #APLASTADOS. Ayer, un accidente de tránsito en la intersección de las avenidas La Marina con Tumbes, frente al Establecimiento comercial Plaza Vea, dejó a dos personas #heridas. El incidente ocurrió cuando un automóvil Toyota Corona de placa GQ-4926, conducido por #FranciscoPérezRodríguez (85), intentó realizar una maniobra en ""U"" en la intersección.En ese momento, un camión marca Volvo, con placa M2N-783, color blanco rojo anaranjado, conducido por #YorwinOviedoCornejo (23) y transitando en sentido contrario, colisionó contra el auto. La colisión causó abolladuras en el lateral izquierdo del automóvil y generó que el vehículo girara en sentido contrario a la vía, interrumpiendo el tránsito vehicular.Como resultado del accidente, los ocupantes del automóvil fueron trasladados de emergencia al hospital JAMO. El conductor y su #pasajera, Falconery Yacila de Pérez (79), fueron atendidos por el Dr. Modesto Carnero Human, quien diagnosticó traumatismo múltiple en ambos ocupantes. Minutos después, con el apoyo de la Unidad de Bomberos, el automóvil fue remolcado a los exteriores del Gobierno Regional debido a que quedó inoperativo. Por su parte, el camión fue conducido a la comisaría de San José, junto con su conductor, para ser puesto a disposición de las autoridades correspondientes.",https://www.facebook.com/811452015674146/posts/715882033864643,Photo,156,112,38,6
36,2024-02-27 17:34:16,Perú21,Hinchas de Universitario encendieron bengalas durante la proyección del documental ‘Iluminados’ en una sala de cine de Mall del Sur. La escena se compartió en redes sociales y se hizo viral inmediatamente. Toda la información en peru21.pe#Universitario #iluminados #bengala #peru21noticias,https://www.facebook.com/50842855867/posts/793652942789634,Native Video,573,355,33,185
37,2024-02-28 03:00:03,Cinescape,Los hinchas encendieron tres bengalas dentro de una sala de cine de Mall del Sur,https://www.facebook.com/19421792150/posts/951199066361768,Link,141,128,2,11
38,2024-03-02 21:58:19,Panamericana Televisión,"Afortunadamente, no se registraron heridos ni víctimas mortales debido a que los bomberos evacuaron de manera oportuna a las personasMira la nota completa aquí  http://ptv.pe/405452#PanamericanaTelevisión #PanamericanaNoticias #Surco #Incendio #Emergencia #Bomberos",https://www.facebook.com/133494320019606/posts/7318107864891513,Link,326,314,8,4
39,2024-03-05 22:44:28,Municipalidad de Santa Anita,#EnVivo l Desde el Mall Aventura Santa Anita personal de Fiscalización y Defensa Civil vienen realizando un operativo inopinado donde se busca que se haga respetar los espacios dentro del centro comercial según el plano de distribución brindado a la Municipalidad de Santa Anita. #santaanitaenbuenasmanos #Olimpioalegria #SantaAnita,https://www.facebook.com/745587059119290/posts/949906533349714,Live Video,129,82,3,45
40,2024-03-08 00:00:45,Ventana Informativa,"#Trujillo PNP CAPTURA A 3 ‘MARCAS’ EN TRUJILLO Tras una persecución, personal policial de la comisaría Ayacucho intervino a 3 ‘marcas’ que asaltaron a un joven tras seguirlo de una entidad bancaria del Real Plaza.Fueron efectivos policiales de la comisaría de El Alambre quienes intervinieron a Cesar Edgar VARGAS ALCANTARA (27), Edgar Yoni LOPEZ GRANDES (45) y Patrick Leonardo PONCE NICOLAS (20), integrantes de la Banda Criminal “LOS INJERTOS DEL NORTE CHICO”. Los sujetos tenían en su poder un arma de fuego y el dinero; el atraco ocurrió a la altura de la Av. Jesús de Nazareth intercepción con la Av. América Oeste.#perú #Inseguridad #PNP #marcas #EstadoDeEmergencia",https://www.facebook.com/597322530365882/posts/1158986405443043,Other,327,265,39,23
41,2024-03-08 03:08:18,ETP Huacho,"𝗛𝗨𝗔𝗖𝗛𝗢: 𝗠𝗨𝗟𝗧𝗔𝗡 𝗔 𝗚𝗥𝗨𝗣𝗢 𝗣𝗔𝗧𝗜𝗢 𝗣𝗢𝗥 𝗡𝗢 𝗗𝗔𝗥 𝗠𝗔𝗡𝗧𝗘𝗡𝗜𝗠𝗜𝗘𝗡𝗧𝗢 𝗔 𝗘𝗦𝗧𝗥𝗨𝗖𝗧𝗨𝗥𝗔𝗦 𝗗𝗘𝗟 𝗠𝗔𝗟𝗘𝗖Ó𝗡 𝗥𝗢𝗖𝗔     La Municipalidad Provincial de Huaura emitió una multa administrativa al Centro Comercial Plaza del Sol, perteneciente a la empresa Grupo Patio, la cual tiene a cargo el mantenimiento del frontis  del Malecón Roca, donde hace unos días cayó un velero de madera. Además los funcionarios indicaron que se reunirán con los encargados del centro comercial para ver mejoras y que estos accidentes no se repitan.  únete a través de nuestro canal de whatsapp https://whatsapp.com/channel/0029va0rdbfj3juyahlw7h3e únete a través de nuestro grupo de whatsapp https://chat.whatsapp.com/ijhhfgdeuroagpoolnr94s recuerda que si quieres realizar una denuncia puedes escribirnos a nuestros nuestros WhatsApp 975 805 772",https://www.facebook.com/136071850592042/posts/396868903092628,Photo,107,95,2,10
42,2024-03-08 15:38:34,Exitosa Trujillo,"#ExitosaTrujillo | Capturan a sujetos que presuntamente robaron 30 mil soles a hombre tras salir del centro comercial Real Plaza.Agentes de la comisaría El Alambre y agentes de Seguridad Ciudadana de la MPT lograron la captura de dos individuos cuando intentaban escapar en una moto lineal en la Urb. Las Capullanas, en la ciudad de Trujillo.Exitosa  La voz que integra al Perú. RadioExitosa: 103.3 FM ExitosaTV: 43 señal abierta exitosanoticias.pe WhatsApp: 986 073 368 - 934 983 198 – 934983206",https://www.facebook.com/110677923630795/posts/820558550108112,Native Video,100,90,6,4
43,2024-03-10 03:51:00,Canal Digital Trujillo Limpio,"#Trujillo | CAE PRESUNTA INTEGRANTE DE “LOS PULPOS” BUSCADA POR DOBLE CRIMEN EN CHILE Agentes de la Dirección de Investigación Criminal (Dirincri) capturaron a Lizeth Angelita Aguilar Chigne (33), quien integraría la banda criminal ""Los Pulpos"".La mujer fue detenida en el Centro Comercial Mall Aventura Plaza, en Trujillo.La fémina, junto a su compinche conocida como Mariana de los Ángeles Vera Lazo (a) “Mariana”, habría participado en un doble asesinato en Chile, entre ellos de un menor de edad, el 1 de enero de este año, según la Divincri. Ambas mujeres son acusadas de extorsión.",https://www.facebook.com/102255602001384/posts/749558917275822,Photo,195,136,48,11
44,2024-03-11 12:48:36,EPA Noticias,"#Atención  Delincuentes ingresan a tiendas de Ishop y Xiaomi, robando diversos celulares y equipos de tecnología. Esto sucedió en el Mall Plaza de la Av Ejército.",https://www.facebook.com/1084210051663815/posts/937692181245588,Status,1182,1006,75,101
45,2024-03-11 19:25:57,Trome,Inkafarma y Mifarma Perú se pronunciaron tras la decisión del Poder Ejecutivo de eliminar la obligación de farmacias y boticas de mantener inventarios mínimos de medicamentos genéricos esenciales. Conoce más [Espacio contratado por BOTICAS IP SAC RUC: 20608430301],https://www.facebook.com/102734169764795/posts/811790120984091,Link,747,536,37,174
46,2024-03-12 14:30:07,YAKU Noticias,"#Arequipa / Así fue el millonario robo de celulares en el Mall Open Plaza de Cayma... delincuentes ingresaron en manada y a combazo rompieron mamparas de dos tiendas de celularesSe tomaron todo el tiempo posible, no había vigilantes al momento del robo...Según la Policía este robo ocurrido a dos cuadras de la región policial de Arequipa, fue cometido por una banda de delincuentes injertado entre delincuentes del norte, Lima y Arequipa Los asaltantes llegaron en dos autos y se robaron más de 100 mil soles en celulares de tiendas Xiaomi y Ishop (Apple).YAKU Noticias en exclusiva con los videos del robo",https://www.facebook.com/399467124008396/posts/930050992463026,Native Video,110,75,29,6
47,2024-03-13 13:03:06,UTV Noticias,#UTVNoticias HOY LES CONTAREMOS LA HISTORIA DELINCUENCIAL DE LA BANDA DENOMINADA “LOS FINOS DEL UCAYALI” DEDICADA AL ROBO DE JOYAS DE ORO. LOS SUJETOS IMPLICADOS HACÍAN EL REGLAJE A SUS VICTIMAS EN LOS SUPERMERCADOS Y LUEGO LOS ASALTABAN CUANDO LLEGABAN A SUS CASAS. EN ESTA BANDA SE INCLUYE AL PELIGROSO SUJETO CONOCIDO COMO GABY.,https://www.facebook.com/152418781478289/posts/824248536411363,Native Video,194,189,4,1
48,2024-03-17 16:20:20,Entérate desde Sullana,"*Vigilante no pudo salirSE INCENDIA SU CASAY MUERE CALCINADOMarco Antonio Duque Purizaca (35), vigilante de la empresa Boxer Security, concesionaria de Promart, murió calcinado la madrugada de hoy dentro de su casa, que fue atacada por un incendio.El siniestro ocurrió cerca de las 3:00 am. en la calle Grau # 1121, de Sullana, donde Duque Purizaca vivía  solo y sin instalaciones de energía eléctrica. Al parecer, el incendio se originó por la inflamación de una vela.Bomberos de la Compañía Sullana 43  acudieron al lugar ante el llamado de vecinos y si bien evitaron que las llamas causen más daños, nada pudieron hacer a favor Marco Antonio, pues ya había fallecido.Testigos del hecho refirieron que escucharon varios gritos del vigilante pidiendo auxilio porque no podía salir debido a que no encontraba sus llaves. Incluso, los bomberos tuvieron que romper la puerta para poder ingresar y sofocar el fuego.Nacido el 31 de enero de 1989, Duque estudió en los colegios Haya de la Torre y Merino y Vinces. Era padre de dos menores y vivió temporalmente en Lima y luego se estableció en Sullana para estar junto a su madre, Esther Purizaca Vargas, quien murió el 18 de octubre de 2022.",https://www.facebook.com/161292121142903/posts/844197211058778,Other,411,340,56,15
49,2024-03-22 02:54:03,La República,De más de 10 disparos atacan a sujeto frente a Plaza Norte. Víctima vive cerca a lugar del atentado.¿Tienes una denuncia o quieres reportar un hecho? Escríbenos al WhatsApp de La República wa.me/51941000000#URPI #LaRepública #EnVivoLR #ataque #Independencia,https://www.facebook.com/94604237016/posts/433402102417873,Live Video,305,265,24,16
50,2024-03-22 04:24:34,La Rotativa,"#Ica| Delincuentes con armas asaltan Promart Ica, ubicado en el óvalo de Puente Blanco y se llevan 20 mil soles.",https://www.facebook.com/161439267743936/posts/916377440493461,Photo,171,120,35,16
51,2024-03-22 14:03:45,Latina Noticias,Atentado cerca a Plaza Norte: disparan a hombre más de 10 veces en moto lineal,https://www.facebook.com/184116604950729/posts/851307467030532,Status,234,202,5,27
52,2024-03-23 15:15:35,Diario El Comercio (Perú),Clausuran Mall Aventura de San Juan de Lurigancho: ¿por qué tomaron esta medida?  https://bit.ly/3TwJ7h3,https://www.facebook.com/71263708835/posts/826179009537045,Status,383,325,8,50
53,2024-03-23 18:13:14,SJL Digital,#ATENCIÓNSJL Mall Aventura SJL clausurado. ¿Cuando volverá a abrir? 𝐌𝐚́𝐬 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐜𝐢𝐨́𝐧,https://www.facebook.com/104637782923067/posts/964840715100749,Status,466,369,9,88
54,2024-03-24 12:34:10,La Noche es Tunait,Por qué clausuraron el Mall Aventura de San Juan de Lurigancho,https://www.facebook.com/163371943710849/posts/745242054417078,Status,263,220,1,42
55,2024-03-25 18:27:13,ICA REC-Noticias,"salen a la luz los videos ASI FUE EL ROBO EN LA TIENDA PROMART- ICA fueron tres delincuentes que se llevaron cerca de 20 mil soles.Los criminales ingresaron al establecimiento con armas de fuego y amenazaron a los empleados. De manera rápida, se dirigieron al área de cajas y exigieron la entrega del dinero en efectivo, logrando su cometido antes de que llegara la policía.El hecho ha generado preocupación entre los habitantes de la zona y las autoridades locales, quienes han expresado su consternación ante este acto delictivo. Además, se ha iniciado una investigación para dar con el paradero de los responsables.",https://www.facebook.com/657835997724786/posts/442222045046682,Native Video,410,281,112,17
56,2024-03-28 15:37:40,ABC Noticias-Ica,Reportan zancudos en el C. C plaza del sol,https://www.facebook.com/600854606739455/posts/741506598118407,Photo,1516,1087,97,332
57,2024-04-01 13:17:03,Radio 1550,"¡Impactante emergencia en Plaza Norte!  Un bus se incendia debido a un desperfecto eléctrico y el conductor abandona a los pasajeros. Por suerte, no hubo heridos ni fallecidos.  #Radio_plataforma_digital_1550_noticias #Radio1550 #radio1550",https://www.facebook.com/137528902935618/posts/1022314006097031,Photo,178,157,9,12
